Reference area,Measure,Time period
JPN,111023400.0,2021-Q2
JPN,109793600.0,2021-Q1
JPN,104039400.0,2020-Q4
JPN,105574200.0,2020-Q3
JPN,107696500.0,2020-Q2
JPN,105256900.0,2020-Q1
JPN,100793200.0,2019-Q4
JPN,102374900.0,2019-Q3
JPN,99917840.0,2019-Q2
JPN,101640700.0,2019-Q1
JPN,95204790.0,2018-Q4
JPN,109365900.0,2018-Q3
JPN,103084200.0,2018-Q2
JPN,107968100.0,2018-Q1
JPN,117490900.0,2017-Q4
JPN,123444000.0,2017-Q3
JPN,120422600.0,2017-Q2
JPN,117395700.0,2017-Q1
JPN,133528600.0,2016-Q4
JPN,119148400.0,2016-Q3
JPN,115647400.0,2016-Q2
JPN,128830000.0,2016-Q1
JPN,124047200.0,2015-Q4
JPN,129855700.0,2015-Q3
JPN,134005800.0,2015-Q2
JPN,133129400.0,2015-Q1
JPN,211638700.0,2024-Q4
JPN,211291300.0,2024-Q3
JPN,223167200.0,2024-Q2
JPN,233705000.0,2024-Q1
JPN,224816300.0,2023-Q4
JPN,224956900.0,2023-Q3
JPN,241831900.0,2023-Q2
JPN,234689400.0,2023-Q1
JPN,231747400.0,2022-Q4
JPN,237911900.0,2022-Q3
JPN,229574900.0,2022-Q2
JPN,221604300.0,2022-Q1
JPN,227260700.0,2021-Q4
JPN,214003700.0,2021-Q3
JPN,209898000.0,2021-Q2
JPN,207070900.0,2021-Q1
JPN,206361000.0,2020-Q4
JPN,195795400.0,2020-Q3
JPN,190183500.0,2020-Q2
JPN,185339800.0,2020-Q1
JPN,186320100.0,2019-Q4
JPN,184965600.0,2019-Q3
JPN,183274400.0,2019-Q2
JPN,180537700.0,2019-Q1
JPN,174890300.0,2018-Q4
JPN,164574000.0,2018-Q3
JPN,161909000.0,2018-Q2
JPN,153643000.0,2018-Q1
JPN,156879500.0,2017-Q4
JPN,316864400.0,2021-Q1
JPN,310400400.0,2020-Q4
JPN,301369700.0,2020-Q3
JPN,297880000.0,2020-Q2
JPN,290596700.0,2020-Q1
JPN,287113300.0,2019-Q4
JPN,287340500.0,2019-Q3
JPN,283192300.0,2019-Q2
JPN,282178400.0,2019-Q1
JPN,270095100.0,2018-Q4
JPN,273939900.0,2018-Q3
JPN,264993200.0,2018-Q2
JPN,261611100.0,2018-Q1
JPN,274370400.0,2017-Q4
JPN,276275400.0,2017-Q3
JPN,267643600.0,2017-Q2
JPN,262637800.0,2017-Q1
JPN,277211700.0,2016-Q4
JPN,258597200.0,2016-Q3
JPN,253015600.0,2016-Q2
JPN,144851200.0,2024-Q4
JPN,138118500.0,2024-Q3
JPN,138663100.0,2024-Q2
JPN,114461300.0,2024-Q1
JPN,103986500.0,2023-Q4
JPN,98290380.0,2023-Q3
JPN,85570660.0,2023-Q2
JPN,71190040.0,2023-Q1
JPN,55755260.0,2022-Q4
JPN,349409900.0,2024-Q3
JPN,361830200.0,2024-Q2
JPN,348166300.0,2024-Q1
JPN,328802800.0,2023-Q4
JPN,323247300.0,2023-Q3
JPN,327402600.0,2023-Q2
JPN,305879500.0,2023-Q1
JPN,287502700.0,2022-Q4
JPN,306818700.0,2022-Q3
JPN,315729400.0,2022-Q2
JPN,317019800.0,2022-Q1
JPN,325763600.0,2021-Q4
JPN,322275400.0,2021-Q3
JPN,320921300.0,2021-Q2
JPN,264238300.0,2016-Q1
JPN,258178300.0,2015-Q4
JPN,254894600.0,2015-Q3
JPN,252624800.0,2015-Q2
JPN,254222100.0,2015-Q1
JPN,356489900.0,2024-Q4
JPN,152831300.0,2017-Q3
JPN,147221000.0,2017-Q2
ISL,217099.0,2019-Q3
ISL,187753.0,2019-Q2
ISL,189372.0,2019-Q1
ISL,158952.0,2018-Q4
ISL,149532.0,2018-Q3
ISL,118815.0,2018-Q2
ISL,125026.0,2018-Q1
ISL,93783.0,2017-Q4
ISL,96435.0,2017-Q3
ISL,78028.0,2017-Q2
ISL,1215850.0,2022-Q4
ISL,1247180.0,2022-Q3
ISL,1161763.0,2022-Q2
ISL,1196965.0,2022-Q1
ISL,1235139.0,2021-Q4
ISL,1236127.0,2021-Q3
ISL,1161931.0,2021-Q2
NOR,1419705.0,2015-Q3
NOR,1239837.0,2015-Q2
NOR,1211812.0,2015-Q1
NOR,2958932.0,2022-Q4
NOR,2996867.0,2022-Q3
NOR,2815058.0,2022-Q2
NOR,2653971.0,2022-Q1
NOR,2682685.0,2021-Q4
NOR,2753164.0,2021-Q3
NOR,2694093.0,2021-Q2
NOR,2670578.0,2021-Q1
NOR,2703364.0,2020-Q4
NOR,2883785.0,2020-Q3
NOR,2757143.0,2020-Q2
NOR,2859324.0,2020-Q1
NOR,2549995.0,2019-Q4
NOR,2555393.0,2019-Q3
NOR,2448031.0,2019-Q2
NOR,2369943.0,2019-Q1
NOR,2328358.0,2018-Q4
NOR,2248329.0,2018-Q3
NOR,2226365.0,2018-Q2
NOR,2183395.0,2018-Q1
NOR,2281051.0,2017-Q4
NOR,2218726.0,2017-Q3
NOR,2261550.0,2017-Q2
NOR,2317661.0,2017-Q1
NOR,2294102.0,2016-Q4
NOR,2255910.0,2016-Q3
NOR,2297246.0,2016-Q2
NOR,2307774.0,2016-Q1
NOR,2321274.0,2015-Q4
NOR,2289733.0,2015-Q3
NOR,2153912.0,2015-Q2
NOR,2270817.0,2015-Q1
NOR,3498742.0,2024-Q4
NOR,3408010.0,2024-Q3
NOR,3083872.0,2024-Q2
NOR,3049527.0,2024-Q1
NOR,2943133.0,2023-Q4
NOR,2506524.0,2023-Q3
NOR,2560621.0,2023-Q2
NOR,2524245.0,2023-Q1
NOR,2374279.0,2022-Q4
NOR,2211438.0,2022-Q3
NOR,2053214.0,2022-Q2
NOR,1917698.0,2022-Q1
NOR,2067134.0,2021-Q4
NOR,1620759.0,2021-Q3
NOR,1482855.0,2021-Q2
NOR,1261230.0,2021-Q1
NOR,1396700.0,2020-Q4
NOR,1281862.0,2020-Q3
NOR,1474210.0,2020-Q2
NOR,1643491.0,2020-Q1
NOR,1307570.0,2019-Q4
NOR,1287128.0,2019-Q3
NOR,1201108.0,2019-Q2
NOR,1203109.0,2019-Q1
NOR,1336681.0,2018-Q4
NOR,1306716.0,2018-Q3
NOR,1325665.0,2018-Q2
NOR,4502815.0,2020-Q1
NOR,3857565.0,2019-Q4
NOR,3842521.0,2019-Q3
NOR,3649139.0,2019-Q2
NOR,3573052.0,2019-Q1
NOR,3665039.0,2018-Q4
NOR,3555045.0,2018-Q3
NOR,3552030.0,2018-Q2
NOR,3517634.0,2018-Q1
NOR,3677170.0,2017-Q4
NOR,3531250.0,2017-Q3
NOR,3679248.0,2017-Q2
NOR,3652381.0,2017-Q1
NOR,3660332.0,2016-Q4
NOR,3634759.0,2016-Q3
NOR,3773716.0,2016-Q2
NOR,3633767.0,2016-Q1
NOR,3753275.0,2015-Q4
NOR,3709438.0,2015-Q3
NOR,3393749.0,2015-Q2
NOR,3482629.0,2015-Q1
NOR,3632385.0,2024-Q4
NOR,3450179.0,2024-Q3
NOR,3301249.0,2024-Q2
NOR,3308245.0,2024-Q1
NOR,3217086.0,2023-Q4
NOR,3106300.0,2023-Q3
NOR,3111607.0,2023-Q2
NOR,3087282.0,2023-Q1
NOR,5672228.0,2023-Q2
NOR,5611527.0,2023-Q1
NOR,5333211.0,2022-Q4
NOR,5208305.0,2022-Q3
NOR,4868272.0,2022-Q2
NOR,4571669.0,2022-Q1
NOR,4749819.0,2021-Q4
NOR,4373923.0,2021-Q3
NOR,4176948.0,2021-Q2
NOR,3931808.0,2021-Q1
NOR,4100064.0,2020-Q4
NOR,4165647.0,2020-Q3
NOR,4231353.0,2020-Q2
NOR,7131127.0,2024-Q4
NOR,6858189.0,2024-Q3
NOR,6385121.0,2024-Q2
NOR,6357772.0,2024-Q1
NOR,6160219.0,2023-Q4
NOR,5612824.0,2023-Q3
NOR,1334239.0,2018-Q1
NOR,1396119.0,2017-Q4
JPN,143683100.0,2016-Q4
JPN,139448800.0,2016-Q3
JPN,137368100.0,2016-Q2
JPN,135408300.0,2016-Q1
JPN,134131100.0,2015-Q4
JPN,125038900.0,2015-Q3
JPN,118619000.0,2015-Q2
JPN,121092700.0,2015-Q1
JPN,68906740.0,2022-Q3
JPN,86154440.0,2022-Q2
JPN,95415530.0,2022-Q1
NZL,-114768.0,2021-Q1
NZL,-107603.0,2020-Q4
NZL,-111764.0,2020-Q3
NZL,-116039.0,2020-Q2
NZL,-130504.0,2020-Q1
NZL,236146.0,2024-Q3
NZL,-161836.0,2024-Q3
NZL,63567.0,2022-Q3
NZL,62100.0,2022-Q2
NZL,58049.0,2022-Q1
NZL,59647.0,2021-Q4
NZL,59672.0,2021-Q3
NZL,63981.0,2021-Q2
NZL,62687.0,2021-Q1
NZL,64065.0,2020-Q4
NZL,62108.0,2020-Q3
NZL,60616.0,2020-Q2
NZL,56184.0,2020-Q1
NZL,56198.0,2019-Q4
NZL,56769.0,2019-Q3
NZL,52226.0,2019-Q2
NZL,50772.0,2019-Q1
NZL,51527.0,2018-Q4
NZL,50803.0,2018-Q3
NZL,48963.0,2018-Q2
NZL,47330.0,2018-Q1
NZL,46631.0,2017-Q4
NZL,46496.0,2017-Q3
NZL,45874.0,2017-Q2
NZL,46570.0,2017-Q1
NZL,44916.0,2016-Q4
NZL,45147.0,2016-Q3
NZL,45900.0,2016-Q2
NZL,42697.0,2016-Q1
NZL,41447.0,2015-Q4
NZL,42069.0,2015-Q3
NZL,41354.0,2015-Q2
NZL,37928.0,2015-Q1
NZL,-116465.0,2019-Q4
NZL,-123550.0,2019-Q3
NZL,-115944.0,2019-Q2
NZL,-117559.0,2019-Q1
NZL,-115499.0,2018-Q4
NZL,-117149.0,2018-Q3
NZL,-120246.0,2018-Q2
NZL,-114029.0,2018-Q1
NZL,-114019.0,2017-Q4
NZL,-114610.0,2017-Q3
NZL,-108152.0,2017-Q2
NZL,-109410.0,2017-Q1
NZL,-110700.0,2016-Q4
NZL,-109757.0,2016-Q3
NZL,-103091.0,2016-Q2
NZL,-102230.0,2016-Q1
NZL,-100201.0,2015-Q4
NZL,-102524.0,2015-Q3
NZL,-100787.0,2015-Q2
NZL,-97712.0,2015-Q1
NZL,-173941.0,2024-Q4
NZL,-148704.0,2024-Q2
NZL,-142522.0,2024-Q1
NZL,-136376.0,2023-Q4
NZL,-129993.0,2023-Q3
NZL,-123820.0,2023-Q2
NZL,-125565.0,2023-Q1
NZL,-122377.0,2022-Q4
NZL,172663.0,2019-Q4
NZL,180319.0,2019-Q3
NZL,168170.0,2019-Q2
NZL,168331.0,2019-Q1
NZL,167026.0,2018-Q4
NZL,167952.0,2018-Q3
NZL,169209.0,2018-Q2
NZL,161359.0,2018-Q1
NZL,160650.0,2017-Q4
NZL,161106.0,2017-Q3
NZL,154026.0,2017-Q2
NZL,155980.0,2017-Q1
NZL,155616.0,2016-Q4
NZL,154904.0,2016-Q3
NZL,148991.0,2016-Q2
NZL,144927.0,2016-Q1
NZL,141648.0,2015-Q4
NZL,144593.0,2015-Q3
NZL,142141.0,2015-Q2
NZL,135640.0,2015-Q1
NZL,77242.0,2024-Q4
NZL,74310.0,2024-Q3
NZL,75211.0,2024-Q2
NZL,76127.0,2024-Q1
NZL,71735.0,2023-Q4
NZL,67415.0,2023-Q3
NZL,70143.0,2023-Q2
NZL,67251.0,2023-Q1
NZL,64703.0,2022-Q4
NZL,192816.0,2023-Q1
NZL,187080.0,2022-Q4
NZL,191245.0,2022-Q3
NZL,192646.0,2022-Q2
NZL,184869.0,2022-Q1
NZL,188657.0,2021-Q4
NZL,181399.0,2021-Q3
NZL,178843.0,2021-Q2
NZL,177455.0,2021-Q1
NZL,171668.0,2020-Q4
NZL,173872.0,2020-Q3
NZL,176655.0,2020-Q2
NZL,186688.0,2020-Q1
NZL,251183.0,2024-Q4
NZL,223915.0,2024-Q2
NZL,218649.0,2024-Q1
NZL,208111.0,2023-Q4
NZL,197408.0,2023-Q3
NZL,193963.0,2023-Q2
NZL,-127678.0,2022-Q3
NZL,-130546.0,2022-Q2
NOR,1417698.0,2017-Q2
NOR,1334720.0,2017-Q1
NOR,1366230.0,2016-Q4
NOR,1378849.0,2016-Q3
NOR,1476470.0,2016-Q2
NOR,1325993.0,2016-Q1
NOR,1432001.0,2015-Q4
SAU,106018.3,2017-Q4
POL,44288.0,2017-Q2
POL,45396.0,2017-Q1
POL,43097.0,2016-Q4
POL,44391.0,2016-Q3
POL,44276.0,2016-Q2
POL,39968.0,2016-Q1
POL,40528.0,2015-Q4
POL,32141.0,2015-Q3
POL,28855.0,2015-Q2
POL,28538.0,2015-Q1
POL,347133.0,2022-Q4
POL,334203.0,2022-Q3
POL,325861.0,2022-Q2
POL,318537.0,2022-Q1
POL,345232.0,2021-Q4
POL,368747.0,2021-Q3
POL,360257.0,2021-Q2
POL,385055.0,2021-Q1
POL,398717.0,2020-Q4
POL,392591.0,2020-Q3
POL,388792.0,2020-Q2
POL,424011.0,2020-Q1
POL,407838.0,2019-Q4
POL,432005.0,2019-Q3
POL,435517.0,2019-Q2
POL,438278.0,2019-Q1
POL,447956.0,2018-Q4
POL,443253.0,2018-Q3
POL,454090.0,2018-Q2
POL,456333.0,2018-Q1
POL,457502.0,2017-Q4
POL,464259.0,2017-Q3
POL,461758.0,2017-Q2
POL,455896.0,2017-Q1
POL,458434.0,2016-Q4
POL,459132.0,2016-Q3
POL,458183.0,2016-Q2
POL,425828.0,2016-Q1
POL,453578.0,2015-Q4
POL,446464.0,2015-Q3
POL,436859.0,2015-Q2
POL,453175.0,2015-Q1
POL,180750.0,2024-Q4
POL,163232.0,2024-Q3
POL,167687.0,2024-Q2
POL,151015.0,2024-Q1
POL,139374.0,2023-Q4
POL,139572.0,2023-Q3
POL,115952.0,2023-Q2
POL,106762.0,2023-Q1
POL,87937.0,2022-Q4
POL,72732.0,2022-Q3
POL,67914.0,2022-Q2
POL,69226.0,2022-Q1
POL,71652.0,2021-Q4
POL,76273.0,2021-Q3
POL,76647.0,2021-Q2
POL,77962.0,2021-Q1
POL,72493.0,2020-Q4
POL,67262.0,2020-Q3
POL,65334.0,2020-Q2
POL,59464.0,2020-Q1
POL,58507.0,2019-Q4
POL,59319.0,2019-Q3
POL,59766.0,2019-Q2
POL,60103.0,2019-Q1
POL,54546.0,2018-Q4
POL,53610.0,2018-Q3
POL,51598.0,2018-Q2
POL,-393410.0,2018-Q4
POL,-389643.0,2018-Q3
POL,-402492.0,2018-Q2
POL,-406981.0,2018-Q1
POL,-412392.0,2017-Q4
POL,-419410.0,2017-Q3
POL,-417470.0,2017-Q2
POL,-410500.0,2017-Q1
POL,-415337.0,2016-Q4
POL,-414741.0,2016-Q3
POL,-413907.0,2016-Q2
POL,-385860.0,2016-Q1
POL,-413050.0,2015-Q4
POL,-414323.0,2015-Q3
POL,-408004.0,2015-Q2
POL,-424637.0,2015-Q1
POL,-294105.0,2024-Q4
POL,-297201.0,2024-Q3
POL,-254834.0,2024-Q2
POL,-265435.0,2024-Q1
POL,-247053.0,2023-Q4
POL,474855.0,2024-Q4
POL,460433.0,2024-Q3
POL,422521.0,2024-Q2
POL,416450.0,2024-Q1
POL,386427.0,2023-Q4
POL,377780.0,2023-Q3
POL,369772.0,2023-Q2
POL,347984.0,2023-Q1
POL,-249311.0,2022-Q1
POL,-273580.0,2021-Q4
POL,-292474.0,2021-Q3
POL,-283610.0,2021-Q2
POL,-307093.0,2021-Q1
POL,-326224.0,2020-Q4
POL,-325329.0,2020-Q3
POL,-323458.0,2020-Q2
POL,-364547.0,2020-Q1
POL,-349331.0,2019-Q4
POL,-372686.0,2019-Q3
POL,-375751.0,2019-Q2
POL,-378175.0,2019-Q1
POL,-238208.0,2023-Q3
POL,-253820.0,2023-Q2
POL,-241222.0,2023-Q1
POL,-259196.0,2022-Q4
POL,-261471.0,2022-Q3
POL,-257947.0,2022-Q2
POL,49352.0,2018-Q1
POL,45110.0,2017-Q4
NZL,-129010.0,2021-Q4
NZL,-121727.0,2021-Q3
NZL,-114862.0,2021-Q2
SWE,-3494162.0,2024-Q1
SWE,-3296834.0,2023-Q4
SWE,-3270616.0,2023-Q3
SWE,1521919.0,2021-Q4
SWE,1462765.0,2021-Q3
SAU,160215.1,2017-Q2
SAU,191959.8,2017-Q1
SAU,256196.9,2016-Q4
SAU,320445.0,2016-Q3
SAU,316677.3,2016-Q2
SAU,328411.0,2016-Q1
SAU,336902.5,2015-Q4
SAU,332718.3,2015-Q3
SAU,350455.4,2015-Q2
SAU,347736.6,2015-Q1
SAU,221219.9,2021-Q4
SAU,249505.3,2021-Q3
SAU,251453.7,2021-Q2
SAU,243871.6,2021-Q1
SAU,239308.6,2020-Q4
SAU,263959.9,2020-Q3
SAU,289897.5,2020-Q2
SAU,295820.7,2020-Q1
SAU,282944.4,2019-Q4
SAU,280829.4,2019-Q3
SAU,267488.1,2019-Q2
SAU,271599.4,2019-Q1
SAU,274661.0,2018-Q4
SAU,278578.2,2018-Q3
SAU,267842.3,2018-Q2
SAU,268247.6,2018-Q1
SAU,282173.3,2017-Q4
SAU,290523.9,2017-Q3
SAU,289495.1,2017-Q2
SAU,655402.2,2024-Q4
SAU,637475.6,2024-Q3
SAU,608511.4,2024-Q2
SAU,599903.4,2024-Q1
SAU,512805.9,2023-Q4
SAU,502941.6,2023-Q3
SAU,500604.8,2023-Q2
SAU,477618.2,2023-Q1
SAU,432913.6,2022-Q4
SAU,409595.6,2022-Q3
SAU,409433.2,2022-Q2
SAU,427680.3,2022-Q1
SAU,421900.6,2021-Q4
SAU,-326318.9,2024-Q4
SAU,-324291.0,2024-Q3
SAU,-308127.5,2024-Q2
SAU,-313439.6,2024-Q1
SAU,-268522.8,2023-Q4
SAU,-270923.6,2023-Q3
SAU,-264700.3,2023-Q2
SAU,-254063.6,2023-Q1
SAU,-224092.6,2022-Q4
SAU,-193731.4,2022-Q3
SAU,-181779.8,2022-Q2
SAU,-195660.6,2022-Q1
SAU,-200680.7,2021-Q4
SAU,-182413.3,2021-Q3
SAU,-177424.7,2021-Q2
SWE,1417405.0,2021-Q2
SAU,-157632.3,2021-Q1
SAU,-140409.9,2020-Q4
SAU,-79497.03,2020-Q3
SAU,-49066.21,2020-Q2
SAU,-17488.34,2020-Q1
SAU,-6996.428,2019-Q4
SAU,5160.147,2019-Q3
SAU,3283.456,2019-Q2
SAU,58740.64,2019-Q1
SAU,79818.55,2018-Q4
SAU,84241.96,2018-Q3
SAU,89789.7,2018-Q2
SAU,212858.8,2019-Q1
SAU,194842.4,2018-Q4
SAU,194336.2,2018-Q3
SAU,178052.5,2018-Q2
SAU,141838.3,2018-Q1
SAU,176155.0,2017-Q4
SAU,129280.0,2017-Q3
SAU,129280.0,2017-Q2
SAU,90628.0,2017-Q1
SAU,80405.92,2016-Q4
SAU,11625.32,2016-Q3
SAU,13645.94,2016-Q2
SAU,13409.06,2016-Q1
SAU,15004.92,2015-Q4
SAU,16615.76,2015-Q3
SAU,8194.62,2015-Q2
SAU,8084.3,2015-Q1
SAU,329083.3,2024-Q4
SAU,313184.5,2024-Q3
SAU,300383.9,2024-Q2
SAU,286463.8,2024-Q1
SAU,244283.0,2023-Q4
SAU,232018.0,2023-Q3
SAU,235904.5,2023-Q2
SAU,223554.7,2023-Q1
SAU,208821.0,2022-Q4
SAU,215864.2,2022-Q3
SAU,227653.4,2022-Q2
SAU,232019.6,2022-Q1
SAU,349334.0,2015-Q3
SAU,358650.0,2015-Q2
SAU,355820.9,2015-Q1
SAU,431918.7,2021-Q3
SAU,428878.3,2021-Q2
SAU,401503.9,2021-Q1
SAU,379718.5,2020-Q4
SAU,343456.9,2020-Q3
SAU,338963.7,2020-Q2
SAU,313309.0,2020-Q1
SAU,289940.8,2019-Q4
SAU,275669.3,2019-Q3
SAU,264204.7,2019-Q2
SAU,282587.8,2017-Q1
SAU,336602.8,2016-Q4
SAU,332070.4,2016-Q3
SAU,330323.2,2016-Q2
SAU,341820.0,2016-Q1
SAU,351907.4,2015-Q4
SAU,126409.3,2018-Q1
USA,3607899.0,2020-Q2
USA,3763807.0,2024-Q4
USA,3876268.0,2024-Q3
USA,3934150.0,2024-Q2
USA,3886087.0,2024-Q1
USA,3851539.0,2023-Q4
USA,3717975.0,2023-Q3
USA,11328360.0,2018-Q3
USA,11316900.0,2018-Q2
SWE,1413192.0,2021-Q1
SWE,1330460.0,2020-Q4
SWE,1361482.0,2020-Q3
SWE,1350703.0,2020-Q2
SWE,1345594.0,2020-Q1
SWE,1353608.0,2019-Q4
SWE,1394723.0,2019-Q3
SWE,1339164.0,2019-Q2
SWE,1304723.0,2019-Q1
SWE,1225090.0,2018-Q4
SWE,1342489.0,2018-Q3
SWE,1349918.0,2018-Q2
SWE,4459929.0,2022-Q2
SWE,4279557.0,2022-Q1
SWE,4271732.0,2021-Q4
SWE,4511848.0,2021-Q3
SWE,4484541.0,2021-Q2
SWE,4564232.0,2021-Q1
SWE,4484530.0,2020-Q4
SWE,4552692.0,2020-Q3
SWE,4465273.0,2020-Q2
SWE,4545502.0,2020-Q1
SWE,4434640.0,2019-Q4
SWE,4586866.0,2019-Q3
SWE,4451384.0,2019-Q2
SWE,4345770.0,2019-Q1
SWE,4173131.0,2018-Q4
SWE,4821981.0,2018-Q3
SWE,4752673.0,2018-Q2
SWE,4701303.0,2018-Q1
SWE,4526470.0,2017-Q4
SWE,4481057.0,2017-Q3
SWE,4469597.0,2017-Q2
SWE,4506403.0,2017-Q1
SWE,4333945.0,2016-Q4
SWE,4378957.0,2016-Q3
SWE,4289082.0,2016-Q2
SWE,4213302.0,2016-Q1
SWE,4238467.0,2015-Q4
SWE,4338175.0,2015-Q3
SWE,4426978.0,2015-Q2
SWE,4467192.0,2015-Q1
SWE,5080073.0,2024-Q4
SWE,5077094.0,2024-Q3
SWE,4939993.0,2024-Q2
SWE,1282190.0,2018-Q1
SWE,1208882.0,2017-Q4
SWE,1199110.0,2017-Q3
SWE,1176647.0,2017-Q2
SWE,1223669.0,2017-Q1
SWE,1107934.0,2016-Q4
SWE,1196765.0,2016-Q3
SWE,1189000.0,2016-Q2
SWE,1105196.0,2016-Q1
SWE,1074514.0,2015-Q4
SWE,1164243.0,2015-Q3
SWE,1169900.0,2015-Q2
SWE,1237340.0,2015-Q1
SWE,1754243.0,2024-Q4
SWE,1619061.0,2024-Q3
SWE,1605354.0,2024-Q2
SWE,1541325.0,2024-Q1
SWE,1459940.0,2023-Q4
SWE,1454377.0,2023-Q3
SWE,1491306.0,2023-Q2
SWE,1457293.0,2023-Q1
SWE,1411197.0,2022-Q4
SWE,1485985.0,2022-Q3
SWE,1439420.0,2022-Q2
SWE,1466991.0,2022-Q1
SWE,-3199908.0,2020-Q1
SWE,-3081032.0,2019-Q4
SWE,-3192143.0,2019-Q3
SWE,-3112220.0,2019-Q2
SWE,-3041047.0,2019-Q1
SWE,-2617273.0,2018-Q4
SWE,-3134551.0,2018-Q3
SWE,-3074411.0,2018-Q2
SWE,-3102224.0,2018-Q1
SWE,-3004567.0,2017-Q4
SWE,-2992162.0,2017-Q3
SWE,-3018547.0,2017-Q2
SWE,-3060437.0,2017-Q1
SWE,-3001674.0,2016-Q4
SWE,-2970708.0,2016-Q3
SWE,-2906580.0,2016-Q2
SWE,-2917739.0,2016-Q1
SWE,-2968808.0,2015-Q4
SWE,-2968767.0,2015-Q3
SWE,-3040757.0,2015-Q2
SWE,-3012716.0,2015-Q1
SWE,5035487.0,2024-Q1
SWE,4756774.0,2023-Q4
SWE,4724993.0,2023-Q3
SWE,4798696.0,2023-Q2
SWE,4587662.0,2023-Q1
SWE,4466689.0,2022-Q4
SWE,4509397.0,2022-Q3
SWE,-3307390.0,2023-Q2
SWE,-3130369.0,2023-Q1
SWE,-3055492.0,2022-Q4
SWE,-3023412.0,2022-Q3
SWE,-3020509.0,2022-Q2
SWE,-2812566.0,2022-Q1
SWE,-2749813.0,2021-Q4
SWE,-3049083.0,2021-Q3
SWE,-3067136.0,2021-Q2
SWE,-3151040.0,2021-Q1
SWE,-3154070.0,2020-Q4
SWE,-3191210.0,2020-Q3
SWE,-3114570.0,2020-Q2
SWE,-3325830.0,2024-Q4
SWE,-3458033.0,2024-Q3
SWE,-3334639.0,2024-Q2
NZL,-126820.0,2022-Q1
NOR,1312524.0,2017-Q3
JPN,145242000.0,2017-Q1
ISL,180722.0,2019-Q4
IND,15466340.0,2019-Q3
HUN,11557690.0,2016-Q2
GBR,-625575.0,2017-Q3
FRA,-637223.0,2018-Q4
DNK,-582698.0,2017-Q3
CZE,-945706.0,2017-Q3
CHE,641746.0,2015-Q2
CAN,1400520.0,2017-Q3
AUS,335932.0,2017-Q3
USA,11456740.0,2017-Q4
USA,11488620.0,2017-Q3
USA,11253230.0,2017-Q2
USA,10898640.0,2017-Q1
USA,10789750.0,2016-Q4
USA,11022350.0,2016-Q3
USA,10964860.0,2016-Q2
USA,10739890.0,2016-Q1
USA,10436770.0,2015-Q4
USA,10418530.0,2015-Q3
USA,10504070.0,2015-Q2
USA,10406600.0,2015-Q1
USA,-9179182.0,2023-Q1
USA,-8843865.0,2022-Q4
USA,-8696621.0,2022-Q3
USA,-8949075.0,2022-Q2
USA,-9275639.0,2022-Q1
USA,-9468358.0,2021-Q4
USA,-9284075.0,2021-Q3
USA,-9425163.0,2021-Q2
USA,-9251590.0,2021-Q1
USA,-9553042.0,2020-Q4
USA,-9460477.0,2020-Q3
USA,-9459828.0,2020-Q2
USA,-9084671.0,2020-Q1
USA,-8821168.0,2019-Q4
USA,-8831185.0,2019-Q3
USA,-8393356.0,2019-Q2
USA,-8302097.0,2019-Q1
USA,-7882025.0,2018-Q4
USA,-7905374.0,2018-Q3
USA,-7948215.0,2018-Q2
USA,-8045518.0,2018-Q1
USA,-8161140.0,2017-Q4
USA,-8391742.0,2017-Q3
USA,-8262154.0,2017-Q2
USA,-8022957.0,2017-Q1
USA,-8053781.0,2016-Q4
USA,-8217741.0,2016-Q3
USA,-8180660.0,2016-Q2
USA,-7987209.0,2016-Q1
USA,-7753033.0,2015-Q4
USA,-7690833.0,2015-Q3
USA,-7677575.0,2015-Q2
USA,-7548926.0,2015-Q1
USA,14643530.0,2024-Q4
USA,14961460.0,2024-Q3
USA,14215400.0,2024-Q2
USA,14098630.0,2024-Q1
USA,13880270.0,2023-Q4
USA,13167950.0,2023-Q3
USA,13175470.0,2023-Q2
USA,13009740.0,2023-Q1
USA,12588260.0,2022-Q4
USA,12405710.0,2022-Q3
USA,12772420.0,2022-Q2
USA,13324320.0,2022-Q1
USA,13720990.0,2021-Q4
USA,13543120.0,2021-Q3
USA,13528440.0,2021-Q2
USA,13179270.0,2021-Q1
USA,13337280.0,2020-Q4
USA,13149000.0,2020-Q3
USA,13067730.0,2020-Q2
USA,12463200.0,2020-Q1
USA,12467330.0,2019-Q4
USA,12432070.0,2019-Q3
USA,11929000.0,2019-Q2
USA,11695890.0,2019-Q1
USA,11304930.0,2018-Q4
USA,3378526.0,2020-Q1
USA,3646158.0,2019-Q4
USA,3600888.0,2019-Q3
USA,3535642.0,2019-Q2
USA,3393795.0,2019-Q1
USA,3422909.0,2018-Q4
USA,3422987.0,2018-Q3
USA,3368681.0,2018-Q2
USA,3365015.0,2018-Q1
USA,3295595.0,2017-Q4
USA,3096874.0,2017-Q3
USA,2991076.0,2017-Q2
USA,2875685.0,2017-Q1
USA,2735964.0,2016-Q4
USA,2804611.0,2016-Q3
USA,2784201.0,2016-Q2
USA,2752683.0,2016-Q1
USA,2683733.0,2015-Q4
USA,2727692.0,2015-Q3
USA,2826491.0,2015-Q2
USA,2857671.0,2015-Q1
USA,-10879720.0,2024-Q4
USA,-11085190.0,2024-Q3
USA,-10281250.0,2024-Q2
USA,-10212540.0,2024-Q1
