Reference area,Measure,Time period
LTU,5314.1,2022-Q3
LTU,5171.7,2022-Q2
LTU,5316.7,2022-Q1
LTU,4927.3,2021-Q4
LTU,5104.3,2021-Q3
LTU,4521.8,2021-Q2
LTU,4397.6,2021-Q1
LVA,2732.0,2016-Q3
LVA,3165.0,2016-Q2
LVA,3092.0,2016-Q1
LVA,3164.0,2015-Q4
LVA,3195.0,2015-Q3
LVA,3006.0,2015-Q2
LVA,3027.0,2015-Q1
SVN,2732.1,2024-Q4
SVN,2572.1,2024-Q3
SVN,2544.6,2024-Q2
SVN,2433.1,2024-Q1
SVN,2154.7,2023-Q4
SVN,2195.8,2023-Q3
SVN,2171.4,2023-Q2
GRC,12027.0,2023-Q2
GRC,12106.0,2023-Q1
GRC,11341.0,2022-Q4
GRC,11145.0,2022-Q3
GRC,11003.0,2022-Q2
GRC,13060.0,2022-Q1
GRC,12770.0,2021-Q4
GRC,12195.0,2021-Q3
GRC,9129.0,2021-Q2
GRC,9054.0,2021-Q1
GRC,9738.0,2020-Q4
GRC,9634.0,2020-Q3
GRC,8918.0,2020-Q2
GRC,8460.0,2020-Q1
GRC,7571.0,2019-Q4
LUX,2688.0,2024-Q4
LUX,2727.0,2024-Q3
LUX,2773.0,2024-Q2
LUX,2748.0,2024-Q1
LUX,2703.0,2023-Q4
LUX,2782.0,2023-Q3
LUX,2676.0,2023-Q2
LUX,2722.0,2023-Q1
LUX,2704.0,2022-Q4
LUX,2751.0,2022-Q3
LUX,2690.0,2022-Q2
LUX,2626.0,2022-Q1
LUX,2580.0,2021-Q4
LUX,2501.0,2021-Q3
LUX,949.0,2021-Q2
LUX,1007.0,2021-Q1
LUX,914.0,2020-Q4
LUX,919.0,2020-Q3
LUX,997.0,2020-Q2
LUX,948.0,2020-Q1
LUX,942.0,2019-Q4
LUX,942.0,2019-Q3
LUX,864.0,2019-Q2
LUX,835.0,2019-Q1
LUX,822.0,2018-Q4
LUX,786.0,2018-Q3
LUX,786.0,2018-Q2
LUX,724.0,2018-Q1
LUX,733.0,2017-Q4
LUX,781.0,2017-Q3
LUX,815.0,2017-Q2
LUX,877.0,2017-Q1
LUX,925.0,2016-Q4
LUX,945.0,2016-Q3
LUX,947.0,2016-Q2
LUX,946.0,2016-Q1
LUX,707.0,2015-Q4
LUX,701.0,2015-Q3
LUX,712.0,2015-Q2
LUX,738.0,2015-Q1
IRL,12195.0,2024-Q4
IRL,11474.0,2024-Q3
IRL,11874.0,2024-Q2
IRL,11754.0,2024-Q1
IRL,11673.0,2023-Q4
IRL,11667.0,2023-Q3
IRL,12045.0,2023-Q2
IRL,12219.0,2023-Q1
IRL,12232.0,2022-Q4
IRL,12862.0,2022-Q3
IRL,11950.0,2022-Q2
IRL,11624.0,2022-Q1
IRL,11673.0,2021-Q4
IRL,10754.0,2021-Q3
IRL,6579.0,2021-Q2
IRL,6569.0,2021-Q1
IRL,6000.0,2020-Q4
IRL,5832.0,2020-Q3
IRL,5209.0,2020-Q2
IRL,5252.0,2020-Q1
IRL,5087.0,2019-Q4
IRL,4995.0,2019-Q3
IRL,4732.0,2019-Q2
IRL,4615.0,2019-Q1
IRL,4550.0,2018-Q4
IRL,3912.0,2018-Q3
IRL,3720.0,2018-Q2
IRL,3684.0,2018-Q1
IRL,3669.0,2017-Q4
IRL,3598.0,2017-Q3
IRL,3376.0,2017-Q2
IRL,3292.0,2017-Q1
IRL,3382.0,2016-Q4
IRL,3128.0,2016-Q3
IRL,2762.0,2016-Q2
IRL,2936.0,2016-Q1
IRL,2013.0,2015-Q4
IRL,1873.0,2015-Q3
IRL,1908.0,2015-Q2
IRL,1637.0,2015-Q1
SVN,2177.9,2023-Q1
SVN,2136.7,2022-Q4
SVN,2208.6,2022-Q3
SVN,2143.0,2022-Q2
SVN,2088.9,2022-Q1
SVN,2002.5,2021-Q4
SVN,1854.9,2021-Q3
SVN,1121.2,2021-Q2
SVN,1102.6,2021-Q1
SVN,1070.8,2020-Q4
SVN,1030.8,2020-Q3
SVN,1020.5,2020-Q2
SVN,982.9,2020-Q1
SVN,905.6,2019-Q4
GBR,137210.0,2020-Q1
GBR,131550.0,2019-Q4
GBR,128963.0,2019-Q3
GBR,126359.0,2019-Q2
GBR,125315.0,2019-Q1
GBR,135255.0,2018-Q4
GBR,139594.0,2023-Q4
GBR,139511.0,2023-Q3
GBR,136305.0,2023-Q2
GBR,140279.0,2023-Q1
GBR,146727.0,2022-Q4
GBR,143186.0,2022-Q3
GBR,144144.0,2022-Q2
GBR,144758.0,2022-Q1
GBR,143374.0,2021-Q4
GBR,143438.0,2021-Q3
GBR,121276.0,2021-Q2
GBR,124102.0,2021-Q1
GBR,131760.0,2020-Q4
GBR,130962.0,2020-Q3
GBR,140150.0,2020-Q2
GBR,137210.0,2020-Q1
GBR,131550.0,2019-Q4
GBR,128963.0,2019-Q3
GBR,126359.0,2019-Q2
GBR,125315.0,2019-Q1
GBR,135255.0,2018-Q4
GBR,117977.0,2018-Q3
GBR,117744.0,2018-Q2
GBR,112332.0,2018-Q1
GBR,111592.0,2017-Q4
GBR,111430.0,2017-Q3
GBR,114256.0,2017-Q2
GBR,114183.0,2017-Q1
GBR,109977.0,2016-Q4
GBR,114183.0,2017-Q1
GBR,109977.0,2016-Q4
GBR,112496.0,2016-Q3
GBR,106085.0,2016-Q2
GBR,95889.0,2016-Q1
GBR,87546.0,2015-Q4
GBR,85326.0,2015-Q3
GBR,77283.0,2015-Q2
GBR,80098.0,2015-Q1
GBR,139490.0,2024-Q4
GBR,134791.0,2024-Q3
GBR,136654.0,2024-Q2
GBR,139141.0,2024-Q1
GBR,117977.0,2018-Q3
GBR,117744.0,2018-Q2
GBR,112332.0,2018-Q1
GBR,111592.0,2017-Q4
GBR,111430.0,2017-Q3
GBR,114256.0,2017-Q2
GBR,112496.0,2016-Q3
GBR,106085.0,2016-Q2
FRA,207651.0,2023-Q2
FRA,213246.0,2023-Q1
FRA,228147.0,2022-Q4
FRA,232641.0,2022-Q3
FRA,231012.0,2022-Q2
FRA,226317.0,2022-Q1
FRA,215886.0,2021-Q4
FRA,205224.0,2021-Q3
FRA,178924.0,2021-Q2
FRA,175289.0,2021-Q1
FRA,183025.0,2020-Q4
FRA,189127.0,2020-Q3
FRA,188673.0,2020-Q2
FRA,181343.0,2020-Q1
FRA,168179.0,2019-Q4
FRA,169714.0,2019-Q3
FRA,156157.0,2019-Q2
FRA,148721.0,2019-Q1
FRA,145562.0,2018-Q4
FRA,135766.0,2018-Q3
FRA,140467.0,2018-Q2
FRA,132819.0,2018-Q1
FRA,130430.0,2017-Q4
FRA,134675.0,2017-Q3
FRA,134232.0,2017-Q2
FRA,141927.0,2017-Q1
FRA,139248.0,2016-Q4
FRA,141872.0,2016-Q3
FRA,142318.0,2016-Q2
FRA,135170.0,2016-Q1
FRA,126911.0,2015-Q4
FRA,125923.0,2015-Q3
FRA,126635.0,2015-Q2
FRA,133291.0,2015-Q1
LVA,4951.0,2024-Q4
LVA,4828.0,2024-Q3
LVA,4715.0,2024-Q2
LVA,4673.0,2024-Q1
LVA,4490.0,2023-Q4
LVA,4380.0,2023-Q3
LVA,4385.0,2023-Q2
LVA,4273.0,2023-Q1
LVA,4186.0,2022-Q4
LVA,4444.0,2022-Q3
LVA,4657.0,2022-Q2
LVA,4756.0,2022-Q1
LVA,4849.0,2021-Q4
LVA,4808.0,2021-Q3
LVA,4440.0,2021-Q2
LVA,4540.0,2021-Q1
LVA,4311.0,2020-Q4
LVA,4322.0,2020-Q3
LVA,4220.0,2020-Q2
USA,435670.0,2017-Q2
LVA,4268.0,2020-Q1
LVA,3988.0,2019-Q4
LVA,4131.0,2019-Q3
LVA,3930.0,2019-Q2
LVA,3925.0,2019-Q1
LVA,3817.0,2018-Q4
LVA,3834.0,2018-Q3
LVA,3858.0,2018-Q2
LVA,3816.0,2018-Q1
LVA,3850.0,2017-Q4
LVA,3507.0,2017-Q3
LVA,3346.0,2017-Q2
LVA,3359.0,2017-Q1
LVA,3333.0,2016-Q4
IND,2855880000.0,2019-Q1
IND,2760930000.0,2018-Q4
IND,2903820000.0,2018-Q3
IND,2781060000.0,2018-Q2
IND,2760850000.0,2018-Q1
IND,2614760000.0,2017-Q4
IND,2614900000.0,2017-Q3
IND,2501850000.0,2017-Q2
IND,2398200000.0,2017-Q1
IND,2437648000.0,2016-Q4
IND,2469303000.0,2016-Q3
IND,2444158000.0,2016-Q2
IND,2378740000.0,2016-Q1
IND,4018792000.0,2020-Q3
IND,3818570000.0,2020-Q2
IND,3602156000.0,2020-Q1
IND,3280918000.0,2019-Q4
IND,3071096000.0,2019-Q3
IND,2962351000.0,2019-Q2
IND,2313545000.0,2015-Q4
IND,2293982000.0,2015-Q3
HUN,13665580.0,2022-Q1
HUN,14161170.0,2021-Q4
HUN,13798270.0,2021-Q3
HUN,10839690.0,2021-Q2
HUN,11641400.0,2021-Q1
HUN,12296610.0,2020-Q4
HUN,11746230.0,2020-Q3
HUN,10765830.0,2020-Q2
HUN,9254518.0,2020-Q1
HUN,9382025.0,2019-Q4
HUN,9493062.0,2019-Q3
HUN,8756744.0,2019-Q2
HUN,8814614.0,2019-Q1
HUN,8810189.0,2018-Q4
HUN,7682244.0,2018-Q3
HUN,7906447.0,2018-Q2
HUN,7206952.0,2018-Q1
HUN,7247333.0,2017-Q4
HUN,6917380.0,2017-Q3
HUN,7246480.0,2017-Q2
HUN,7531764.0,2017-Q1
HUN,7583868.0,2016-Q4
HUN,7314664.0,2016-Q3
HUN,7835965.0,2016-Q2
HUN,8655420.0,2016-Q1
HUN,9494462.0,2015-Q4
HUN,10065910.0,2015-Q3
HUN,10951100.0,2015-Q2
HUN,11040580.0,2015-Q1
HUN,9254518.0,2020-Q1
HUN,9382025.0,2019-Q4
HUN,9493061.0,2019-Q3
HUN,8756744.0,2019-Q2
HUN,8814614.0,2019-Q1
HUN,8810189.0,2018-Q4
HUN,7682244.0,2018-Q3
HUN,7906447.0,2018-Q2
HUN,7206952.0,2018-Q1
HUN,7247333.0,2017-Q4
HUN,6917380.0,2017-Q3
HUN,7246480.0,2017-Q2
HUN,7531764.0,2017-Q1
HUN,7583868.0,2016-Q4
HUN,7314664.0,2016-Q3
HUN,7835965.0,2016-Q2
HUN,8655420.0,2016-Q1
HUN,9494462.0,2015-Q4
HUN,10065910.0,2015-Q3
HUN,10951100.0,2015-Q2
HUN,11040580.0,2015-Q1
HUN,18285380.0,2024-Q4
HUN,18296030.0,2024-Q3
HUN,18277050.0,2024-Q2
HUN,18355950.0,2024-Q1
HUN,15848850.0,2023-Q4
HUN,15517700.0,2023-Q3
HUN,14797000.0,2023-Q2
HUN,15149050.0,2023-Q1
HUN,14797000.0,2023-Q2
HUN,15149050.0,2023-Q1
HUN,15493170.0,2022-Q4
HUN,16325460.0,2022-Q3
HUN,14870140.0,2022-Q2
HUN,13665580.0,2022-Q1
HUN,14161170.0,2021-Q4
HUN,13798270.0,2021-Q3
HUN,10839690.0,2021-Q2
HUN,11641400.0,2021-Q1
HUN,12296610.0,2020-Q4
HUN,11746230.0,2020-Q3
HUN,10765830.0,2020-Q2
HUN,18285380.0,2024-Q4
HUN,18296030.0,2024-Q3
HUN,18277050.0,2024-Q2
HUN,18355940.0,2024-Q1
HUN,15848850.0,2023-Q4
HUN,15517700.0,2023-Q3
HUN,15493170.0,2022-Q4
HUN,16325460.0,2022-Q3
GBR,87546.0,2015-Q4
GBR,85326.0,2015-Q3
GBR,77283.0,2015-Q2
GBR,80098.0,2015-Q1
GBR,139490.0,2024-Q4
GBR,134791.0,2024-Q3
GBR,136654.0,2024-Q2
GBR,139141.0,2024-Q1
GBR,139594.0,2023-Q4
GBR,139511.0,2023-Q3
GBR,136305.0,2023-Q2
GBR,140279.0,2023-Q1
GBR,146727.0,2022-Q4
GBR,143186.0,2022-Q3
GBR,144144.0,2022-Q2
GBR,144758.0,2022-Q1
GBR,143374.0,2021-Q4
GBR,143438.0,2021-Q3
GBR,121276.0,2021-Q2
GBR,124102.0,2021-Q1
GBR,131760.0,2020-Q4
GBR,130962.0,2020-Q3
GBR,140150.0,2020-Q2
JPN,178388500.0,2022-Q2
JPN,165018200.0,2022-Q1
JPN,161750700.0,2021-Q4
JPN,157667500.0,2021-Q3
JPN,152215400.0,2021-Q2
JPN,151543100.0,2021-Q1
JPN,144213700.0,2020-Q4
JPN,146770700.0,2020-Q3
JPN,148944600.0,2020-Q2
JPN,147983300.0,2020-Q1
JPN,194411500.0,2024-Q4
JPN,178816100.0,2024-Q3
JPN,198171000.0,2024-Q2
JPN,195353300.0,2024-Q1
JPN,183093600.0,2023-Q4
JPN,184106400.0,2023-Q3
JPN,178560100.0,2022-Q3
JPN,178388500.0,2022-Q2
ISL,886441.0,2022-Q3
ISL,881057.0,2022-Q2
ISL,879563.0,2022-Q1
ISL,923039.0,2021-Q4
ISL,938928.0,2021-Q3
ISL,855610.0,2021-Q2
ISL,857419.0,2021-Q1
ISL,816792.0,2020-Q4
ISL,942487.0,2020-Q3
ISL,1009154.0,2020-Q2
ISL,947521.0,2020-Q1
ISL,821931.0,2019-Q4
ISL,825091.0,2019-Q3
ISL,841363.0,2019-Q2
ISL,765025.0,2019-Q1
ISL,736125.0,2018-Q4
ISL,703413.0,2018-Q3
ISL,682011.0,2018-Q2
ISL,651389.0,2018-Q1
ISL,686596.0,2017-Q4
ISL,688407.0,2017-Q3
ISL,664227.0,2017-Q2
ISL,823977.0,2017-Q1
ISL,815757.0,2016-Q4
ISL,760059.0,2016-Q3
ISL,698999.0,2016-Q2
ISL,734540.0,2016-Q1
ISL,652824.0,2015-Q4
ISL,587298.0,2015-Q3
ISL,596351.0,2015-Q2
ISL,589500.0,2015-Q1
ISL,837081.0,2022-Q4
ISL,886441.0,2022-Q3
ISL,881057.0,2022-Q2
ISL,879563.0,2022-Q1
ISL,923039.0,2021-Q4
ISL,938928.0,2021-Q3
ISL,855610.0,2021-Q2
ISL,857419.0,2021-Q1
ISL,816792.0,2020-Q4
ISL,942487.0,2020-Q3
ISL,1009154.0,2020-Q2
ISL,947521.0,2020-Q1
ISL,821931.0,2019-Q4
ISL,825091.0,2019-Q3
ISL,841363.0,2019-Q2
ISL,765025.0,2019-Q1
ISL,736125.0,2018-Q4
ISL,703413.0,2018-Q3
ISL,682011.0,2018-Q2
ISL,651389.0,2018-Q1
ISL,686596.0,2017-Q4
ISL,688407.0,2017-Q3
ISL,865471.0,2025-Q1
ISL,884900.0,2024-Q4
ISL,899125.0,2024-Q3
ISL,887523.0,2024-Q2
ISL,911577.0,2024-Q1
ISL,790045.0,2023-Q4
ISL,762975.0,2023-Q3
ISL,652824.0,2015-Q4
ISL,587298.0,2015-Q3
ISL,596351.0,2015-Q2
ISL,589500.0,2015-Q1
ISL,865471.0,2025-Q1
ISL,884900.0,2024-Q4
ISL,899125.0,2024-Q3
ISL,887523.0,2024-Q2
ISL,911577.0,2024-Q1
ISL,790045.0,2023-Q4
ISL,762975.0,2023-Q3
ISL,777054.0,2023-Q2
ISL,809739.0,2023-Q1
ISL,664227.0,2017-Q2
ISL,823977.0,2017-Q1
ISL,815757.0,2016-Q4
ISL,760059.0,2016-Q3
ISL,698999.0,2016-Q2
ISL,734540.0,2016-Q1
ISL,777054.0,2023-Q2
ISL,809739.0,2023-Q1
IND,2137653000.0,2015-Q1
IND,4018792000.0,2020-Q3
IND,3818570000.0,2020-Q2
IND,3602156000.0,2020-Q1
IND,3280918000.0,2019-Q4
IND,3071096000.0,2019-Q3
IND,2962351000.0,2019-Q2
IND,2855880000.0,2019-Q1
IND,2760930000.0,2018-Q4
IND,2903820000.0,2018-Q3
IND,2781060000.0,2018-Q2
IND,2760850000.0,2018-Q1
IND,2614760000.0,2017-Q4
IND,2614900000.0,2017-Q3
IND,2501850000.0,2017-Q2
IND,2398200000.0,2017-Q1
IND,2437648000.0,2016-Q4
IND,2469303000.0,2016-Q3
IND,2444158000.0,2016-Q2
IND,2378740000.0,2016-Q1
IND,2313545000.0,2015-Q4
IND,2293982000.0,2015-Q3
IND,2265962000.0,2015-Q2
IND,2137653000.0,2015-Q1
NOR,695538.0,2021-Q2
NOR,653158.0,2021-Q1
NOR,642184.0,2020-Q4
NOR,695789.0,2020-Q3
NOR,719101.0,2020-Q2
NOR,746799.0,2020-Q1
NOR,587919.0,2019-Q4
NOR,621360.0,2019-Q3
NOR,588414.0,2019-Q2
NOR,583825.0,2019-Q1
NOR,548684.0,2018-Q4
NOR,533315.0,2018-Q3
NOR,537476.0,2018-Q2
NOR,746799.0,2020-Q1
NOR,587919.0,2019-Q4
NOR,621360.0,2019-Q3
NOR,588414.0,2019-Q2
NOR,583825.0,2019-Q1
NOR,548684.0,2018-Q4
NOR,533315.0,2018-Q3
NOR,537476.0,2018-Q2
NOR,523894.0,2018-Q1
NOR,541180.0,2017-Q4
NOR,520472.0,2017-Q3
NOR,543258.0,2017-Q2
NOR,525828.0,2017-Q1
NOR,521020.0,2016-Q4
NOR,506710.0,2016-Q3
NOR,522336.0,2016-Q2
NOR,522694.0,2016-Q1
NOR,508525.0,2015-Q4
NOR,521340.0,2015-Q3
NOR,514863.0,2015-Q2
NOR,530477.0,2015-Q1
NOR,922513.0,2024-Q4
NOR,937179.0,2024-Q3
NOR,520472.0,2017-Q3
NOR,543258.0,2017-Q2
NOR,525828.0,2017-Q1
NOR,521020.0,2016-Q4
NOR,506710.0,2016-Q3
NOR,522336.0,2016-Q2
NOR,855051.0,2023-Q2
NOR,828535.0,2023-Q1
NOR,711287.0,2022-Q4
NOR,851446.0,2022-Q3
NOR,773557.0,2022-Q2
NOR,702033.0,2022-Q1
NOR,744925.0,2021-Q4
NOR,749059.0,2021-Q3
NOR,695538.0,2021-Q2
NOR,653158.0,2021-Q1
NOR,642184.0,2020-Q4
NOR,695789.0,2020-Q3
NOR,719101.0,2020-Q2
NOR,523894.0,2018-Q1
NOR,541180.0,2017-Q4
NOR,890068.0,2024-Q2
NOR,897256.0,2024-Q1
NOR,818915.0,2023-Q4
NOR,839151.0,2023-Q3
NOR,522694.0,2016-Q1
NOR,508525.0,2015-Q4
JPN,161750700.0,2021-Q4
JPN,157667500.0,2021-Q3
JPN,152215400.0,2021-Q2
JPN,151543100.0,2021-Q1
JPN,144213700.0,2020-Q4
JPN,146770700.0,2020-Q3
JPN,148944600.0,2020-Q2
JPN,147983300.0,2020-Q1
JPN,144521400.0,2019-Q4
JPN,142633200.0,2019-Q3
JPN,142349600.0,2019-Q2
JPN,143112500.0,2019-Q1
JPN,140276100.0,2018-Q4
JPN,142838500.0,2018-Q3
JPN,139219700.0,2018-Q2
JPN,134675300.0,2018-Q1
JPN,142405900.0,2017-Q4
JPN,142401100.0,2017-Q3
JPN,140026100.0,2017-Q2
JPN,137623800.0,2017-Q1
JPN,142560300.0,2016-Q4
JPN,127008900.0,2016-Q3
JPN,129947600.0,2016-Q2
JPN,141916900.0,2016-Q1
JPN,148552800.0,2015-Q4
JPN,149955200.0,2015-Q3
JPN,152046900.0,2015-Q2
JPN,149725400.0,2015-Q1
JPN,144521400.0,2019-Q4
JPN,142633200.0,2019-Q3
JPN,142349600.0,2019-Q2
JPN,143112500.0,2019-Q1
JPN,140276100.0,2018-Q4
JPN,142838500.0,2018-Q3
JPN,139219700.0,2018-Q2
JPN,134675300.0,2018-Q1
JPN,142405900.0,2017-Q4
JPN,142401100.0,2017-Q3
JPN,140026100.0,2017-Q2
JPN,137623800.0,2017-Q1
JPN,142560300.0,2016-Q4
JPN,127008900.0,2016-Q3
JPN,129947600.0,2016-Q2
JPN,141916900.0,2016-Q1
JPN,148552800.0,2015-Q4
JPN,149955200.0,2015-Q3
JPN,152046900.0,2015-Q2
JPN,149725400.0,2015-Q1
JPN,194411500.0,2024-Q4
JPN,178816100.0,2024-Q3
JPN,198171000.0,2024-Q2
JPN,195353300.0,2024-Q1
JPN,183093600.0,2023-Q4
JPN,184106400.0,2023-Q3
JPN,180557600.0,2023-Q2
JPN,167432800.0,2023-Q1
JPN,162139700.0,2022-Q4
JPN,180557600.0,2023-Q2
JPN,167432800.0,2023-Q1
JPN,162139700.0,2022-Q4
JPN,178560100.0,2022-Q3
POL,835712.0,2024-Q3
POL,844981.0,2024-Q2
POL,807690.0,2024-Q1
POL,762651.0,2023-Q4
POL,786645.0,2023-Q3
POL,742321.0,2023-Q2
POL,731428.0,2023-Q1
POL,742322.0,2023-Q2
POL,731428.0,2023-Q1
POL,733758.0,2022-Q4
POL,750897.0,2022-Q3
POL,691381.0,2022-Q2
POL,660782.0,2022-Q1
POL,674162.0,2021-Q4
POL,666823.0,2021-Q3
POL,606286.0,2021-Q2
POL,628275.0,2021-Q1
POL,579719.0,2020-Q4
POL,539264.0,2020-Q3
POL,513848.0,2020-Q2
POL,915250.0,2024-Q4
POL,835711.0,2024-Q3
POL,844981.0,2024-Q2
POL,807690.0,2024-Q1
POL,762651.0,2023-Q4
POL,786645.0,2023-Q3
POL,733758.0,2022-Q4
POL,750897.0,2022-Q3
NZL,19973.0,2021-Q2
NZL,18489.0,2021-Q1
NZL,19022.0,2020-Q4
NZL,21490.0,2020-Q3
NZL,32870.0,2020-Q2
NZL,39167.0,2020-Q1
NZL,26457.0,2019-Q4
NZL,29322.0,2019-Q3
NZL,29267.0,2019-Q2
NZL,27717.0,2019-Q1
NZL,26273.0,2018-Q4
NZL,30634.0,2018-Q3
NZL,32240.0,2018-Q2
NZL,30137.0,2018-Q1
NZL,29141.0,2017-Q4
NZL,29448.0,2017-Q3
NZL,27488.0,2017-Q2
NZL,26550.0,2017-Q1
NZL,25558.0,2016-Q4
NZL,24463.0,2016-Q3
NZL,25161.0,2016-Q2
NZL,24258.0,2016-Q1
NZL,21468.0,2015-Q4
NZL,23417.0,2015-Q3
NZL,26477.0,2015-Q2
NZL,24713.0,2015-Q1
NZL,39157.0,2024-Q4
NZL,32538.0,2024-Q3
NZL,29338.0,2024-Q2
NZL,24463.0,2016-Q3
NZL,39157.0,2024-Q4
NZL,32538.0,2024-Q3
NZL,29338.0,2024-Q2
NZL,27117.0,2024-Q1
NZL,24478.0,2023-Q4
NZL,28619.0,2023-Q3
NZL,21924.0,2023-Q2
NZL,23532.0,2023-Q1
NZL,22754.0,2022-Q4
NZL,19946.0,2022-Q3
NZL,20006.0,2022-Q2
NZL,23259.0,2022-Q1
NZL,23585.0,2021-Q4
NZL,22639.0,2021-Q3
NZL,19973.0,2021-Q2
NZL,18489.0,2021-Q1
NZL,19022.0,2020-Q4
NZL,21490.0,2020-Q3
NZL,32870.0,2020-Q2
NZL,39167.0,2020-Q1
NZL,27117.0,2024-Q1
NZL,24478.0,2023-Q4
NZL,28619.0,2023-Q3
NZL,21924.0,2023-Q2
NZL,23532.0,2023-Q1
NZL,22754.0,2022-Q4
NZL,19946.0,2022-Q3
NZL,20006.0,2022-Q2
NZL,26457.0,2019-Q4
NZL,29322.0,2019-Q3
NZL,29267.0,2019-Q2
NZL,27717.0,2019-Q1
NZL,26273.0,2018-Q4
NZL,30634.0,2018-Q3
NZL,32240.0,2018-Q2
NZL,30137.0,2018-Q1
NZL,29141.0,2017-Q4
NZL,29448.0,2017-Q3
NZL,27488.0,2017-Q2
NZL,26550.0,2017-Q1
NZL,25558.0,2016-Q4
NZL,25161.0,2016-Q2
NZL,24258.0,2016-Q1
NZL,21468.0,2015-Q4
NZL,23417.0,2015-Q3
NZL,26477.0,2015-Q2
NZL,24713.0,2015-Q1
NZL,23259.0,2022-Q1
NZL,23585.0,2021-Q4
NOR,514863.0,2015-Q2
NOR,530477.0,2015-Q1
NOR,922513.0,2024-Q4
NOR,937179.0,2024-Q3
NOR,890068.0,2024-Q2
NOR,897256.0,2024-Q1
NOR,818915.0,2023-Q4
NOR,839151.0,2023-Q3
NOR,855051.0,2023-Q2
NOR,828535.0,2023-Q1
NOR,711287.0,2022-Q4
NOR,851446.0,2022-Q3
NOR,773557.0,2022-Q2
NOR,702033.0,2022-Q1
NOR,744925.0,2021-Q4
NOR,749059.0,2021-Q3
SAU,1678503.0,2020-Q3
SAU,1679057.0,2020-Q2
SAU,1775160.0,2020-Q1
SAU,1873411.0,2019-Q4
SAU,1877205.0,2019-Q3
SAU,1926438.0,2019-Q2
SAU,1873280.0,2019-Q1
SAU,1862209.0,2018-Q4
SAU,1902031.0,2018-Q3
SAU,1899820.0,2018-Q2
SAU,1850194.0,2018-Q1
SAU,1861588.0,2017-Q4
SAU,1819581.0,2017-Q3
SAU,1882266.0,2017-Q2
SAU,1907465.0,2017-Q1
SAU,2009239.0,2016-Q4
SAU,2078208.0,2016-Q3
SAU,2138631.0,2016-Q2
SAU,2201566.0,2016-Q1
SAU,2311568.0,2015-Q4
SAU,2454530.0,2015-Q3
SAU,2533152.0,2015-Q2
SAU,1775160.0,2020-Q1
SAU,1873411.0,2019-Q4
SAU,1877205.0,2019-Q3
SAU,1926438.0,2019-Q2
SAU,1873280.0,2019-Q1
SAU,1862209.0,2018-Q4
SAU,1902031.0,2018-Q3
SAU,1899820.0,2018-Q2
SAU,1850194.0,2018-Q1
SAU,1861588.0,2017-Q4
SAU,1819581.0,2017-Q3
SAU,1882266.0,2017-Q2
SAU,1907465.0,2017-Q1
SAU,2009239.0,2016-Q4
SAU,2078208.0,2016-Q3
SAU,2138631.0,2016-Q2
SAU,2201566.0,2016-Q1
SAU,2311568.0,2015-Q4
SAU,2454530.0,2015-Q3
SAU,2533152.0,2015-Q2
SAU,2617470.0,2015-Q1
SAU,2617470.0,2015-Q1
SAU,1639569.0,2024-Q4
SAU,1713647.0,2024-Q3
SAU,1754168.0,2024-Q2
SAU,1707388.0,2024-Q1
SAU,1638405.0,2023-Q4
SAU,1648084.0,2023-Q3
SAU,1662018.0,2023-Q2
SAU,1662018.0,2023-Q2
SAU,1645046.0,2023-Q1
SAU,1724440.0,2022-Q4
SAU,1756247.0,2022-Q3
SAU,1750107.0,2022-Q2
SAU,1692599.0,2022-Q1
SAU,1707639.0,2021-Q4
SAU,1745594.0,2021-Q3
SAU,1679942.0,2021-Q2
SAU,1683549.0,2021-Q1
SAU,1701209.0,2020-Q4
SAU,1678503.0,2020-Q3
SAU,1679057.0,2020-Q2
SAU,1639569.0,2024-Q4
SAU,1713647.0,2024-Q3
SAU,1754168.0,2024-Q2
SAU,1707388.0,2024-Q1
SAU,1638405.0,2023-Q4
SAU,1648084.0,2023-Q3
SAU,1645046.0,2023-Q1
SAU,1724440.0,2022-Q4
POL,660782.0,2022-Q1
POL,674162.0,2021-Q4
POL,666823.0,2021-Q3
POL,606286.0,2021-Q2
POL,628275.0,2021-Q1
POL,579719.0,2020-Q4
POL,539264.0,2020-Q3
POL,513847.0,2020-Q2
POL,501297.0,2020-Q1
POL,487643.0,2019-Q4
POL,483488.0,2019-Q3
POL,439822.0,2019-Q2
POL,433306.0,2019-Q1
POL,439752.0,2018-Q4
POL,414880.0,2018-Q3
POL,407982.0,2018-Q2
POL,407860.0,2018-Q1
POL,394358.0,2017-Q4
POL,406642.0,2017-Q3
POL,414068.0,2017-Q2
POL,441837.0,2017-Q1
POL,478077.0,2016-Q4
POL,431536.0,2016-Q3
POL,438896.0,2016-Q2
POL,377895.0,2016-Q1
POL,370297.0,2015-Q4
POL,383090.0,2015-Q3
POL,391736.0,2015-Q2
POL,370294.0,2015-Q1
POL,501297.0,2020-Q1
POL,487642.0,2019-Q4
POL,483488.0,2019-Q3
POL,439822.0,2019-Q2
POL,433306.0,2019-Q1
POL,439752.0,2018-Q4
POL,414880.0,2018-Q3
POL,407982.0,2018-Q2
POL,407860.0,2018-Q1
POL,394358.0,2017-Q4
POL,406642.0,2017-Q3
POL,414067.0,2017-Q2
POL,441836.0,2017-Q1
POL,478077.0,2016-Q4
POL,431536.0,2016-Q3
